"Empty scope",,"warning","""For train0.py:30"" -> ""Attribute() train0.py:30""
""Attribute() train0.py:30"" -> ""For train0.py:30""","/train0.py","30","5","30","43"
"Empty scope",,"warning","""UnaryExpr train0.py:31"" -> ""Continue train0.py:32""
""UnaryExpr train0.py:31"" -> ""image_files_in_folder train0.py:35""","/train0.py","31","12","31","64"
"Empty scope",,"warning","""For train0.py:35"" -> ""image_files_in_folder() train0.py:35""
""image_files_in_folder() train0.py:35"" -> ""For train0.py:35""","/train0.py","35","9","35","82"
"Empty scope",,"warning","""Compare train0.py:39"" -> ""verbose train0.py:41""
""Compare train0.py:39"" -> ""X train0.py:45""","/train0.py","39","16","39","44"
"Empty scope",,"warning","""verbose train0.py:41"" -> ""print train0.py:42""
""verbose train0.py:41"" -> ""For train0.py:35""","/train0.py","41","20","41","26"
"Empty scope",,"warning","""Compare train0.py:42"" -> ""Str train0.py:42""
""Compare train0.py:42"" -> ""Str train0.py:42""","/train0.py","42","109","42","136"
"Empty scope",,"warning","""Compare train0.py:49"" -> ""int train0.py:50""
""Compare train0.py:49"" -> ""neighbors train0.py:55""","/train0.py","49","8","49","26"
"Empty scope",,"warning","""verbose train0.py:51"" -> ""print train0.py:52""
""verbose train0.py:51"" -> ""neighbors train0.py:55""","/train0.py","51","12","51","18"
"Empty scope",,"warning","""Compare train0.py:59"" -> ""open train0.py:60""
""Compare train0.py:59"" -> ""knn_clf train0.py:63""","/train0.py","59","8","59","34"
"Empty scope",,"warning","""For train1.py:37"" -> "".0 train1.py:37""
"".0 train1.py:37"" -> ""For train1.py:37""","/train1.py","37","19","37","106"
"Empty scope",,"warning","""For train1.py:40"" -> "".0 train1.py:40""
"".0 train1.py:40"" -> ""For train1.py:40""","/train1.py","40","12","40","144"
"Empty scope",,"warning","""rec train1.py:40"" -> ""pred train1.py:40""
""rec train1.py:40"" -> ""Str train1.py:40""","/train1.py","40","28","40","30"
"Empty scope",,"warning","""UnaryExpr train1.py:13"" -> ""Exception train1.py:14""
""UnaryExpr train1.py:13"" -> ""os train1.py:13""","/train1.py","13","8","13","37"
"Empty scope",,"warning","""Compare train1.py:13"" -> ""Exception train1.py:14""
""Compare train1.py:13"" -> ""BoolExpr train1.py:16""","/train1.py","13","42","13","102"
"Empty scope",,"warning","""Compare train1.py:16"" -> ""model_path train1.py:16""
""Compare train1.py:16"" -> ""knn_clf train1.py:20""","/train1.py","16","8","16","22"
"Empty scope",,"warning","""Compare train1.py:16"" -> ""Exception train1.py:17""
""Compare train1.py:16"" -> ""knn_clf train1.py:20""","/train1.py","16","28","16","45"
"Empty scope",,"warning","""Compare train1.py:29"" -> ""List train1.py:30""
""Compare train1.py:29"" -> ""face_recognition train1.py:33""","/train1.py","29","8","29","33"
"Empty scope",,"warning","""For train10.py:11"" -> "".0 train10.py:11""
"".0 train10.py:11"" -> ""For train10.py:11""","/train10.py","11","28","11","65"
"Empty scope",,"warning","""For train10.py:11"" -> "".0 train10.py:11""
"".0 train10.py:11"" -> ""For train10.py:11""","/train10.py","11","27","11","92"
"Empty scope",,"warning","""For train10.py:15"" -> "".0 train10.py:15""
"".0 train10.py:15"" -> ""For train10.py:15""","/train10.py","15","16","25","44"
"Empty scope",,"warning","""For train10.py:27"" -> "".0 train10.py:27""
"".0 train10.py:27"" -> ""For train10.py:27""","/train10.py","27","16","31","44"
"Empty scope",,"warning","""Compare train10.py:14"" -> ""landmarks_as_tuples train10.py:25""
""Compare train10.py:14"" -> ""model train10.py:26""","/train10.py","14","8","14","23"
"Empty scope",,"warning","""Compare train10.py:26"" -> ""landmarks_as_tuples train10.py:31""
""Compare train10.py:26"" -> ""ValueError train10.py:33""","/train10.py","26","10","26","25"
"Empty scope",,"warning","""For train11.py:11"" -> "".0 train11.py:11""
"".0 train11.py:11"" -> ""For train11.py:11""","/train11.py","11","12","11","140"
"Empty scope",,"warning","""from_ddl_schema() train12.py:53"" -> ""Return train12.py:53""
""from_ddl_schema() train12.py:53"" -> ""ExceptStmt train12.py:54""","/train12.py","53","16","53","33"
"Empty scope",,"warning","""from_ddl_datatype() train12.py:57"" -> ""Return train12.py:57""
""from_ddl_datatype() train12.py:57"" -> ""ExceptStmt train12.py:58""","/train12.py","57","20","57","39"
"Empty scope",,"warning","""Attribute train12.py:61"" -> ""Attribute() train12.py:61""
""Attribute train12.py:61"" -> ""ExceptStmt train12.py:62""","/train12.py","61","57","61","63"
"Empty scope",,"warning","""Attribute() train12.py:61"" -> ""BinaryExpr train12.py:61""
""Attribute() train12.py:61"" -> ""ExceptStmt train12.py:62""","/train12.py","61","57","61","65"
"Empty scope",,"warning","""BinaryExpr train12.py:61"" -> ""from_ddl_datatype() train12.py:61""
""BinaryExpr train12.py:61"" -> ""ExceptStmt train12.py:62""","/train12.py","61","42","61","65"
"Empty scope",,"warning","""from_ddl_datatype() train12.py:61"" -> ""Return train12.py:61""
""from_ddl_datatype() train12.py:61"" -> ""ExceptStmt train12.py:62""","/train12.py","61","24","61","66"
"Empty scope",,"warning","""Compare train13.py:5"" -> ""ByteType train13.py:6""
""Compare train13.py:5"" -> ""size train13.py:7""","/train13.py","5","8","5","16"
"Empty scope",,"warning","""Compare train13.py:7"" -> ""ShortType train13.py:8""
""Compare train13.py:7"" -> ""size train13.py:9""","/train13.py","7","8","7","17"
"Empty scope",,"warning","""Compare train13.py:9"" -> ""IntegerType train13.py:10""
""Compare train13.py:9"" -> ""size train13.py:11""","/train13.py","9","8","9","17"
"Empty scope",,"warning","""Compare train13.py:11"" -> ""LongType train13.py:12""
""Compare train13.py:11"" -> ""Function _int_size_to_type train13.py:1""","/train13.py","11","8","11","17"
"Empty scope",,"warning","""Compare train14.py:4"" -> ""NullType train14.py:5""
""Compare train14.py:4"" -> ""hasattr train14.py:7""","/train14.py","4","8","4","18"
